,subgroup,modeldate,approve_estimate,disapprove_estimate,M_Month,M_Day,M_Year
2583,Voters,5/2/2017,44.19493,50.27415,5,2,2017
2584,Adults,5/2/2017,41.01395,54.028130000000004,5,2,2017
2585,All polls,5/2/2017,41.99481,52.65896,5,2,2017
2586,Adults,5/1/2017,40.90617,54.12692,5,1,2017
2587,Voters,5/1/2017,44.12144,50.34044,5,1,2017
2588,All polls,5/1/2017,41.873090000000005,52.76786,5,1,2017
2589,Voters,4/30/2017,44.18594,50.13792,4,30,2017
2590,Adults,4/30/2017,41.0427,53.92722,4,30,2017
2591,All polls,4/30/2017,41.987759999999994,52.59581,4,30,2017
2592,Voters,4/29/2017,44.18594,50.13792,4,29,2017
2593,Adults,4/29/2017,41.044779999999996,53.896840000000005,4,29,2017
2594,All polls,4/29/2017,41.99678,52.567969999999995,4,29,2017
2595,Voters,4/28/2017,44.18594,50.13792,4,28,2017
2596,Adults,4/28/2017,40.96248,54.07796999999999,4,28,2017
2597,All polls,4/28/2017,41.9548,52.676930000000006,4,28,2017
2598,Voters,4/27/2017,43.94151,50.25742,4,27,2017
2599,Adults,4/27/2017,41.19462,53.623630000000006,4,27,2017
2600,All polls,4/27/2017,42.1408,52.32465,4,27,2017
2601,Voters,4/26/2017,44.060629999999996,50.117290000000004,4,26,2017
2602,Adults,4/26/2017,40.71889,53.70636,4,26,2017
2603,All polls,4/26/2017,41.98724,52.19347,4,26,2017
2604,Voters,4/25/2017,43.501999999999995,50.69404,4,25,2017
2605,Adults,4/25/2017,40.303740000000005,54.23236,4,25,2017
2606,All polls,4/25/2017,41.42433,52.85545,4,25,2017
2607,Voters,4/24/2017,44.23955,50.40123,4,24,2017
2608,Adults,4/24/2017,40.60334,53.910790000000006,4,24,2017
2609,All polls,4/24/2017,41.76186,52.74255,4,24,2017
2610,Voters,4/23/2017,44.04811,50.56432,4,23,2017
2611,Adults,4/23/2017,40.621759999999995,53.928230000000006,4,23,2017
2612,All polls,4/23/2017,41.63386,52.87494,4,23,2017
2613,Adults,4/22/2017,40.710879999999996,53.36101,4,22,2017
2614,Voters,4/22/2017,44.04811,50.56432,4,22,2017
2615,All polls,4/22/2017,41.88213,52.33886,4,22,2017
2616,Voters,4/21/2017,44.04811,50.56432,4,21,2017
2617,Adults,4/21/2017,40.72075,53.3662,4,21,2017
2618,All polls,4/21/2017,41.89439,52.33761,4,21,2017
2619,Adults,4/20/2017,40.81158,52.93252,4,20,2017
2620,Voters,4/20/2017,44.05973,50.58625,4,20,2017
2621,All polls,4/20/2017,42.02447,52.04146,4,20,2017
2622,Voters,4/19/2017,44.00313,50.52559,4,19,2017
2623,Adults,4/19/2017,41.10365,52.491130000000005,4,19,2017
2624,All polls,4/19/2017,41.92009,51.80953,4,19,2017
2625,Voters,4/18/2017,43.50145,50.31609,4,18,2017
2626,Adults,4/18/2017,41.32755,51.95232,4,18,2017
2627,All polls,4/18/2017,41.70159,51.382459999999995,4,18,2017
2628,Voters,4/17/2017,43.4188,50.35167,4,17,2017
2629,Adults,4/17/2017,41.29482,52.096270000000004,4,17,2017
2630,All polls,4/17/2017,41.62966,51.48813,4,17,2017
2631,Adults,4/16/2017,41.17042,52.25262,4,16,2017
2632,Voters,4/16/2017,42.73984,50.934,4,16,2017
2633,All polls,4/16/2017,41.340309999999995,51.77214,4,16,2017
2634,Voters,4/15/2017,42.73984,50.934,4,15,2017
2635,Adults,4/15/2017,41.01736,52.427409999999995,4,15,2017
2636,All polls,4/15/2017,41.23275,51.88008,4,15,2017
2637,Voters,4/14/2017,42.73984,50.934,4,14,2017
2638,Adults,4/14/2017,41.0928,52.42646,4,14,2017
2639,All polls,4/14/2017,41.27088,51.87616,4,14,2017
2640,Voters,4/13/2017,42.90318,51.71242,4,13,2017
2641,Adults,4/13/2017,41.22889,52.851459999999996,4,13,2017
2642,All polls,4/13/2017,41.44421,52.705980000000004,4,13,2017
2643,Voters,4/12/2017,42.83318,51.76783,4,12,2017
2644,Adults,4/12/2017,41.626529999999995,52.25298,4,12,2017
2645,All polls,4/12/2017,41.64417,52.361129999999996,4,12,2017
2646,Voters,4/11/2017,42.56668,51.78368,4,11,2017
2647,Adults,4/11/2017,41.84169,52.17405,4,11,2017
2648,All polls,4/11/2017,41.513259999999995,52.52065,4,11,2017
2649,Voters,4/10/2017,41.39298,52.95179,4,10,2017
2650,Adults,4/10/2017,41.15395,52.99094,4,10,2017
2651,All polls,4/10/2017,40.877309999999994,53.21894,4,10,2017
2652,Voters,4/9/2017,41.512859999999996,52.795030000000004,4,9,2017
2653,Adults,4/9/2017,40.46673,53.93581,4,9,2017
2654,All polls,4/9/2017,40.41701,53.82941999999999,4,9,2017
2655,Voters,4/8/2017,41.512859999999996,52.795030000000004,4,8,2017
2656,Adults,4/8/2017,40.445479999999996,53.98016,4,8,2017
2657,All polls,4/8/2017,40.40128,53.86125,4,8,2017
2658,Adults,4/7/2017,40.42915,54.0258,4,7,2017
2659,Voters,4/7/2017,41.512859999999996,52.795030000000004,4,7,2017
2660,All polls,4/7/2017,40.38835,53.89001,4,7,2017
2661,Voters,4/6/2017,41.74047,52.44886999999999,4,6,2017
2662,Adults,4/6/2017,40.51774,53.72948,4,6,2017
2663,All polls,4/6/2017,40.41075,53.69882,4,6,2017
2664,Adults,4/5/2017,40.98213,52.870180000000005,4,5,2017
2665,Voters,4/5/2017,41.722590000000004,52.42102,4,5,2017
2666,All polls,4/5/2017,40.66016,53.16607,4,5,2017
2667,Voters,4/4/2017,41.28366,52.73132,4,4,2017
2668,Adults,4/4/2017,40.509479999999996,53.39999,4,4,2017
2669,All polls,4/4/2017,40.01525,53.67126999999999,4,4,2017
2670,Voters,4/3/2017,41.49263,52.281279999999995,4,3,2017
2671,Adults,4/3/2017,39.61414,53.89281999999999,4,3,2017
2672,All polls,4/3/2017,39.84783,53.59146,4,3,2017
2673,Voters,4/2/2017,41.772870000000005,51.91686,4,2,2017
2674,Adults,4/2/2017,40.39359,53.45893,4,2,2017
2675,All polls,4/2/2017,40.448479999999996,53.171980000000005,4,2,2017
2676,Adults,4/1/2017,40.55445,53.324569999999994,4,1,2017
2677,Voters,4/1/2017,41.772870000000005,51.91686,4,1,2017
2678,All polls,4/1/2017,40.54905,53.0927,4,1,2017
2679,Voters,3/31/2017,41.772870000000005,51.91686,3,31,2017
2680,Adults,3/31/2017,40.448,53.2771,3,31,2017
2681,All polls,3/31/2017,40.481790000000004,53.06938,3,31,2017
2682,Voters,3/30/2017,42.78091,51.80407,3,30,2017
2683,Adults,3/30/2017,40.11081,54.028,3,30,2017
2684,All polls,3/30/2017,40.636179999999996,53.55639,3,30,2017
2685,Voters,3/29/2017,43.23234,51.655879999999996,3,29,2017
2686,Adults,3/29/2017,40.54865,52.65205,3,29,2017
2687,All polls,3/29/2017,41.20364,52.531890000000004,3,29,2017
2688,Voters,3/28/2017,43.37658,51.31355,3,28,2017
2689,Adults,3/28/2017,40.6702,52.81675,3,28,2017
2690,All polls,3/28/2017,41.55795,52.38742,3,28,2017
2691,Voters,3/27/2017,44.28436,50.60625,3,27,2017
2692,Adults,3/27/2017,41.03792,52.65294,3,27,2017
2693,All polls,3/27/2017,41.81089,52.25573,3,27,2017
2694,Voters,3/26/2017,44.356120000000004,50.581759999999996,3,26,2017
2695,Adults,3/26/2017,41.43587,52.38198,3,26,2017
2696,All polls,3/26/2017,42.08798,52.08815,3,26,2017
2697,Voters,3/25/2017,44.356120000000004,50.581759999999996,3,25,2017
2698,Adults,3/25/2017,41.53386,52.38558,3,25,2017
2699,All polls,3/25/2017,42.14841,52.09206,3,25,2017
2700,Adults,3/24/2017,41.54422,52.38712,3,24,2017
2701,Voters,3/24/2017,44.356120000000004,50.581759999999996,3,24,2017
2702,All polls,3/24/2017,42.15625,52.08948,3,24,2017
2703,Voters,3/23/2017,44.11869,50.66172,3,23,2017
2704,Adults,3/23/2017,41.480109999999996,52.1105,3,23,2017
2705,All polls,3/23/2017,42.287729999999996,51.76073,3,23,2017
2706,Adults,3/22/2017,41.603120000000004,51.97084,3,22,2017
2707,Voters,3/22/2017,44.108509999999995,50.6463,3,22,2017
2708,All polls,3/22/2017,42.340759999999996,51.67672,3,22,2017
2709,Adults,3/21/2017,41.38521,52.85176,3,21,2017
2710,Voters,3/21/2017,44.614540000000005,50.02016,3,21,2017
2711,All polls,3/21/2017,42.41769,51.82015,3,21,2017
2712,Voters,3/20/2017,44.52505,50.08957,3,20,2017
2713,Adults,3/20/2017,41.57674,52.50675,3,20,2017
2714,All polls,3/20/2017,42.56183,51.57077,3,20,2017
2715,Adults,3/19/2017,41.53395,52.66131,3,19,2017
2716,Voters,3/19/2017,44.47798,50.08054,3,19,2017
2717,All polls,3/19/2017,42.48279,51.702009999999994,3,19,2017
2718,Adults,3/18/2017,41.87791,52.33651,3,18,2017
2719,Voters,3/18/2017,44.47798,50.08054,3,18,2017
2720,All polls,3/18/2017,42.70947,51.485240000000005,3,18,2017
2721,Voters,3/17/2017,44.47798,50.08054,3,17,2017
2722,Adults,3/17/2017,42.80822,51.36173,3,17,2017
2723,All polls,3/17/2017,43.36182,50.8023,3,17,2017
2724,Voters,3/16/2017,44.63105,49.731559999999995,3,16,2017
2725,Adults,3/16/2017,43.24698,51.14386,3,16,2017
2726,All polls,3/16/2017,43.59192,50.67634,3,16,2017
2727,Adults,3/15/2017,43.435359999999996,49.8028,3,15,2017
2728,Voters,3/15/2017,44.59151,49.70044,3,15,2017
2729,All polls,3/15/2017,43.732,49.82358,3,15,2017
2730,Voters,3/14/2017,45.47269,49.06578,3,14,2017
2731,Adults,3/14/2017,43.82244,49.546279999999996,3,14,2017
2732,All polls,3/14/2017,44.29615,49.32653,3,14,2017
2733,All polls,3/13/2017,44.53927,48.951859999999996,3,13,2017
2734,Adults,3/13/2017,44.10419,48.99449,3,13,2017
2735,Voters,3/13/2017,45.583290000000005,48.65232,3,13,2017
2736,Adults,3/12/2017,44.32833,48.88358,3,12,2017
2737,Voters,3/12/2017,45.73587,48.4897,3,12,2017
2738,All polls,3/12/2017,44.766690000000004,48.7696,3,12,2017
2739,Voters,3/11/2017,45.73587,48.4897,3,11,2017
2740,Adults,3/11/2017,44.2165,48.966440000000006,3,11,2017
2741,All polls,3/11/2017,44.6835,48.83847,3,11,2017
2742,Voters,3/10/2017,45.5193,48.62363,3,10,2017
2743,Adults,3/10/2017,43.9422,49.21457,3,10,2017
2744,All polls,3/10/2017,44.510290000000005,49.00035,3,10,2017
2745,Adults,3/9/2017,43.41724,49.70358,3,9,2017
2746,Voters,3/9/2017,45.35116,48.61091,3,9,2017
2747,All polls,3/9/2017,44.25294,49.22272,3,9,2017
2748,Voters,3/8/2017,45.37472,48.554109999999994,3,8,2017
2749,Adults,3/8/2017,43.528059999999996,49.65459,3,8,2017
2750,All polls,3/8/2017,44.33974,49.15517,3,8,2017
2751,Adults,3/7/2017,43.68052,49.24304,3,7,2017
2752,Voters,3/7/2017,45.46577,48.284279999999995,3,7,2017
2753,All polls,3/7/2017,44.3455,48.89124,3,7,2017
2754,Adults,3/6/2017,43.51528,49.41735,3,6,2017
2755,Voters,3/6/2017,45.36596,48.83812,3,6,2017
2756,All polls,3/6/2017,44.083709999999996,49.29635,3,6,2017
2757,All polls,3/5/2017,43.93693,49.72623,3,5,2017
2758,Voters,3/5/2017,45.63852,49.62764,3,5,2017
2759,Adults,3/5/2017,43.00411,50.269090000000006,3,5,2017
2760,All polls,3/4/2017,43.90226,49.85654,3,4,2017
2761,Adults,3/4/2017,42.9674,50.432109999999994,3,4,2017
2762,Voters,3/4/2017,45.63852,49.62764,3,4,2017
2763,All polls,3/3/2017,43.90226,49.85654,3,3,2017
2764,Adults,3/3/2017,42.9674,50.432109999999994,3,3,2017
2765,Voters,3/3/2017,45.63852,49.62764,3,3,2017
2766,Adults,3/2/2017,42.74433,50.39036,3,2,2017
2767,Voters,3/2/2017,45.23322,49.77825,3,2,2017
2768,All polls,3/2/2017,43.71027,49.87239,3,2,2017
2769,Adults,3/1/2017,42.93229,50.10905,3,1,2017
2770,Voters,3/1/2017,45.15903,49.53156,3,1,2017
2771,All polls,3/1/2017,43.75505,49.75748,3,1,2017
2772,Adults,2/28/2017,41.92185,50.75521,2,28,2017
2773,All polls,2/28/2017,42.93886,50.21992,2,28,2017
2774,Voters,2/28/2017,44.69143,49.79915,2,28,2017
2775,All polls,2/27/2017,42.970420000000004,50.102540000000005,2,27,2017
2776,Adults,2/27/2017,41.934490000000004,50.658559999999994,2,27,2017
2777,Voters,2/27/2017,44.77391,49.68867,2,27,2017
2778,All polls,2/26/2017,42.94234,49.97172,2,26,2017
2779,Voters,2/26/2017,44.86759,49.600429999999996,2,26,2017
2780,Adults,2/26/2017,41.86868,50.54937,2,26,2017
2781,Voters,2/25/2017,44.86759,49.600429999999996,2,25,2017
2782,All polls,2/25/2017,42.992470000000004,49.871629999999996,2,25,2017
2783,Adults,2/25/2017,41.93456,50.344440000000006,2,25,2017
2784,Voters,2/24/2017,44.86759,49.600429999999996,2,24,2017
2785,All polls,2/24/2017,43.10133,49.82072,2,24,2017
2786,Adults,2/24/2017,42.139140000000005,50.20037,2,24,2017
2787,Adults,2/23/2017,42.08851,50.09972,2,23,2017
2788,All polls,2/23/2017,43.00062,49.793040000000005,2,23,2017
2789,Voters,2/23/2017,44.84227,49.52387,2,23,2017
2790,Voters,2/22/2017,44.294,50.37005,2,22,2017
2791,Adults,2/22/2017,40.990140000000004,51.527390000000004,2,22,2017
2792,All polls,2/22/2017,42.54541,50.79599,2,22,2017
2793,All polls,2/21/2017,43.66503,50.16118,2,21,2017
2794,Voters,2/21/2017,45.53262,49.28985,2,21,2017
2795,Adults,2/21/2017,41.4049,51.92768,2,21,2017
2796,Voters,2/20/2017,45.56286,49.19039,2,20,2017
2797,Adults,2/20/2017,41.1068,52.24264,2,20,2017
2798,All polls,2/20/2017,43.83627,50.035959999999996,2,20,2017
2799,Adults,2/19/2017,41.1262,52.34517,2,19,2017
2800,All polls,2/19/2017,44.105470000000004,50.62915,2,19,2017
2801,Voters,2/19/2017,46.481790000000004,49.83215,2,19,2017
2802,Voters,2/18/2017,46.481790000000004,49.83215,2,18,2017
2803,Adults,2/18/2017,41.142590000000006,52.610209999999995,2,18,2017
2804,All polls,2/18/2017,44.31153,50.62162,2,18,2017
2805,Voters,2/17/2017,46.662420000000004,49.45398,2,17,2017
2806,Adults,2/17/2017,40.932759999999995,52.55815,2,17,2017
2807,All polls,2/17/2017,44.46416,50.348890000000004,2,17,2017
2808,All polls,2/16/2017,44.57693,50.21927,2,16,2017
2809,Voters,2/16/2017,46.53775,49.53732,2,16,2017
2810,Adults,2/16/2017,41.26061,52.20712,2,16,2017
2811,Adults,2/15/2017,41.3626,52.01312,2,15,2017
2812,All polls,2/15/2017,44.49281,50.233290000000004,2,15,2017
2813,Voters,2/15/2017,46.32353,49.7077,2,15,2017
2814,All polls,2/14/2017,44.47177,50.36843,2,14,2017
2815,Voters,2/14/2017,46.16746,49.73203,2,14,2017
2816,Adults,2/14/2017,41.01787,52.47426,2,14,2017
2817,All polls,2/13/2017,43.46242,50.647420000000004,2,13,2017
2818,Voters,2/13/2017,45.41359,49.86423,2,13,2017
2819,Adults,2/13/2017,41.11952,52.40815,2,13,2017
2820,Adults,2/12/2017,41.98624,50.621140000000004,2,12,2017
2821,All polls,2/12/2017,44.30565,49.4447,2,12,2017
2822,Voters,2/12/2017,46.31055,48.61903,2,12,2017
2823,Adults,2/11/2017,42.17884,50.29835,2,11,2017
2824,Voters,2/11/2017,46.31055,48.61903,2,11,2017
2825,All polls,2/11/2017,44.42348,49.29364,2,11,2017
2826,Adults,2/10/2017,42.33272,50.14452,2,10,2017
2827,All polls,2/10/2017,44.28156,49.35836,2,10,2017
2828,Voters,2/10/2017,46.21808,48.71865,2,10,2017
2829,All polls,2/9/2017,44.34582,49.3256,2,9,2017
2830,Voters,2/9/2017,46.234190000000005,48.68385,2,9,2017
2831,Adults,2/9/2017,42.45341,50.05256,2,9,2017
2832,All polls,2/8/2017,44.504909999999995,48.8634,2,8,2017
2833,Voters,2/8/2017,46.69795,47.94511,2,8,2017
2834,Adults,2/8/2017,42.46727,49.95639,2,8,2017
2835,All polls,2/7/2017,44.65995,48.71205,2,7,2017
2836,Adults,2/7/2017,42.58524,49.79887,2,7,2017
2837,Voters,2/7/2017,46.92523,47.53691,2,7,2017
2838,Voters,2/6/2017,46.66296,45.71693,2,6,2017
2839,Adults,2/6/2017,42.625890000000005,49.48686,2,6,2017
2840,All polls,2/6/2017,44.42256,48.03367,2,6,2017
2841,Adults,2/5/2017,42.7303,49.04629,2,5,2017
2842,Voters,2/5/2017,46.77325,45.416579999999996,2,5,2017
2843,All polls,2/5/2017,44.43742,47.4848,2,5,2017
2844,Voters,2/4/2017,46.21463,44.72782,2,4,2017
2845,Adults,2/4/2017,42.930609999999994,48.55542,2,4,2017
2846,All polls,2/4/2017,44.23746,47.03533,2,4,2017
2847,All polls,2/3/2017,44.213409999999996,47.06427,2,3,2017
2848,Adults,2/3/2017,42.87061,48.63497,2,3,2017
2849,Voters,2/3/2017,46.21463,44.72782,2,3,2017
2850,Adults,2/2/2017,43.76831,45.22588,2,2,2017
2851,Voters,2/2/2017,45.88868,44.48,2,2,2017
2852,All polls,2/2/2017,44.811240000000005,44.798390000000005,2,2,2017
2853,Adults,2/1/2017,43.7891,44.59832,2,1,2017
2854,All polls,2/1/2017,44.793409999999994,44.69287,2,1,2017
2855,Voters,2/1/2017,45.86395,44.44283,2,1,2017
2856,All polls,1/31/2017,44.34048,43.453509999999994,1,31,2017
2857,Adults,1/31/2017,43.67982,43.605090000000004,1,31,2017
2858,Voters,1/31/2017,45.01149,43.206720000000004,1,31,2017
2859,All polls,1/30/2017,44.09903,42.45613,1,30,2017
2860,Adults,1/30/2017,42.51344,41.65466,1,30,2017
2861,Voters,1/30/2017,44.67257,42.0221,1,30,2017
2862,All polls,1/29/2017,44.14589,42.2247,1,29,2017
2863,Voters,1/29/2017,44.74559,41.74476,1,29,2017
2864,Adults,1/29/2017,42.420759999999994,41.6069,1,29,2017
2865,Adults,1/28/2017,42.51997,41.19157,1,28,2017
2866,All polls,1/28/2017,43.87527,41.91362,1,28,2017
2867,Voters,1/28/2017,44.38777,41.58635,1,28,2017
2868,Voters,1/27/2017,44.38777,41.58635,1,27,2017
2869,Adults,1/27/2017,43.080890000000004,40.57829,1,27,2017
2870,All polls,1/27/2017,44.13586,41.67268,1,27,2017
2871,All polls,1/26/2017,44.37598,41.06081,1,26,2017
2872,Adults,1/26/2017,43.21775,39.85699,1,26,2017
2873,Voters,1/26/2017,44.62692,41.1728,1,26,2017
2874,Adults,1/25/2017,45.59516,45.19996,1,25,2017
2875,Voters,1/25/2017,48.616170000000004,41.35324,1,25,2017
2876,All polls,1/25/2017,47.76497,42.529109999999996,1,25,2017
2877,Voters,1/24/2017,46.0,37.0,1,24,2017
2878,All polls,1/24/2017,45.442640000000004,41.87849,1,24,2017
2879,Adults,1/24/2017,45.0,45.746590000000005,1,24,2017
2880,All polls,1/23/2017,45.46693,41.264520000000005,1,23,2017
2881,Adults,1/23/2017,45.0,45.0,1,23,2017
2882,Voters,1/23/2017,46.0,37.0,1,23,2017
